TransID;SymbolID;ExpertID;Prediction;Rate;TimeBefore;Decision
36.0;S1588591;850;1;0.7535031;23;0
36.0;S1588591;850;1;0.8777207;57;0
37.0;S939479;1567;1;NA;0;1
38.0;S1858788;3610;1;0.1165524;0;1
38.0;S1858788;3503;1;0.1759765;19;1
38.0;S1858788;2135;1;0.2025316;22;1
38.0;S1858788;848;0;0.06700811;23;1
38.0;S1858788;3610;1;0.1516732;27;1
38.0;S1858788;3610;1;0.1702363;30;1
38.0;S1858788;1887;0;-0.6341726;36;1
39.0;S1588591;850;0;0.1586119;0;-1
39.0;S1588591;1524;1;0.3726311;24;-1
39.0;S1588591;286;0;0.2843519;40;-1
40.0;S37045169;29152;1;0.1292438;1;0
40.0;S37045169;1699;1;0.1187297;3;0
40.0;S37045169;3187;1;0.2762958;15;0
40.0;S37045169;1415;1;0.2638231;41;0
41.0;S298662;4178;1;0.1593243;0;0
41.0;S298662;871;0;-0.01710957;26;0
41.0;S298662;4246;1;NA;29;0
41.0;S298662;286;1;0.1674571;35;0
42.0;S2172183;1639;1;0.1585045;0;0
43.0;S20763182;3165;0;NA;0;1
43.0;S20763182;1198;1;0.1961722;0;1
44.0;S14926173;922;1;NA;0;-1
44.0;S14926173;3124;1;0.270971;50;-1
44.0;S14926173;458;1;NA;52;-1
45.0;S3215079;925;-1;-0.02794654;0;-1
46.0;S48372115;299;0;1.316245;0;0
46.0;S48372115;3610;1;1.230932;3;0
46.0;S48372115;848;1;NA;14;0
46.0;S48372115;22025;0;0.8095238;26;0
46.0;S48372115;3710;1;1.558181;55;0
47.0;S5494120;1394;1;0.192351;0;1
47.0;S5494120;3575;1;0.2148481;0;1
47.0;S5494120;1721;1;0.1238338;3;1
47.0;S5494120;3260;1;0.187905;21;1
47.0;S5494120;1226;1;0.2412892;22;1
47.0;S5494120;2156;1;0.1602922;23;1
47.0;S5494120;1721;1;0.1832998;24;1
47.0;S5494120;779;1;0.2726055;24;1
47.0;S5494120;1928;1;NA;26;1
47.0;S5494120;853;1;0.3226264;35;1
47.0;S5494120;3260;1;0.317489;49;1
47.0;S5494120;301;1;0.2217312;50;1
48.0;S36348162;3406;0;4.694674;0;-1
48.0;S36348162;3610;1;3.53468;14;-1
48.0;S36348162;3610;1;3.66323;21;-1
49.0;S46582110;1212;0;-0.08577128;0;-1
49.0;S46582110;4148;1;NA;47;-1
49.0;S46582110;2099;0;NA;50;-1
49.0;S46582110;3621;0;0.07451119;52;-1
49.0;S46582110;485;0;-0.03047091;54;-1
49.0;S46582110;3606;1;0.136165;56;-1
50.0;S8195195;4640;1;0.1676827;0;0
50.0;S8195195;4487;1;0.09797606;29;0
50.0;S8195195;1823;0;NA;32;0
50.0;S8195195;1531;1;NA;35;0
50.0;S8195195;3803;1;0.2321709;40;0
50.0;S8195195;3217;-1;-0.2193218;41;0
50.0;S8195195;26561;0;-0.003721944;43;0
50.0;S8195195;12195;1;0.185822;44;0
50.0;S8195195;1849;0;NA;44;0
50.0;S8195195;3339;1;0.1529664;45;0
50.0;S8195195;879;0;0.02430394;46;0
50.0;S8195195;274;0;-0.03156719;46;0
50.0;S8195195;1566;0;0.02360718;47;0
50.0;S8195195;3785;0;0.03871577;47;0
50.0;S8195195;4640;1;0.2155895;49;0
50.0;S8195195;763;0;-0.0006222541;53;0
50.0;S8195195;2253;0;-0.03833462;53;0
50.0;S8195195;3339;1;0.1785115;53;0
50.0;S8195195;3339;1;0.1642203;54;0
51.0;S840140;954;1;0.3024142;0;-1
51.0;S840140;1081;1;NA;22;-1
51.0;S840140;389;1;0.196319;29;-1
52.0;S4729863;3775;1;NA;0;1
52.0;S4729863;373;1;0.1855215;1;1
53.0;S448588;847;1;1.430713;0;-1
53.0;S448588;4348;0;0.8204014;60;-1
54.0;S7097194;4458;0;NA;0;0
54.0;S7097194;455;-1;-0.0609069;36;0
55.0;S26301203;588;1;NA;0;-1
55.0;S26301203;621;1;NA;0;-1
55.0;S26301203;3106;1;0.112993;14;-1
55.0;S26301203;1049;1;NA;33;-1
55.0;S26301203;3106;1;0.05094814;34;-1
55.0;S26301203;1709;1;0.1508631;42;-1
55.0;S26301203;2208;1;0.2509382;42;-1
56.0;S39271195;1710;1;0.5945357;0;1
56.0;S39271195;3359;0;0.6532124;21;1
56.0;S39271195;1710;1;0.672785;22;1
56.0;S39271195;1511;0;0.5775737;25;1
56.0;S39271195;1710;1;0.6100821;29;1
57.0;S239745;4178;0;-0.01021711;0;0
58.0;S46582110;4317;0;0.07623318;0;1
58.0;S46582110;440;0;0.2376682;0;1
58.0;S46582110;4148;1;NA;0;1
58.0;S46582110;4173;0;0.1479821;0;1
58.0;S46582110;4408;0;NA;3;1
58.0;S46582110;1212;0;0.01726264;27;1
58.0;S46582110;440;0;NA;47;1
59.0;S2349116;3657;1;0.3689254;0;1
59.0;S2349116;3167;0;0.03359173;51;1
60.0;S39807105;1671;0;0.001465559;0;1
61.0;S38927421;3097;1;0.1566424;0;0
61.0;S38927421;3006;1;NA;3;0
61.0;S38927421;1674;1;0.1303426;15;0
61.0;S38927421;1035;0;NA;17;0
61.0;S38927421;3883;1;0.1764706;21;0
61.0;S38927421;1035;0;0.09227872;25;0
61.0;S38927421;4046;1;0.3076923;26;0
61.0;S38927421;1674;1;0.2307692;26;0
61.0;S38927421;1674;1;0.230296;32;0
62.0;S32935187;606;1;NA;0;-1
62.0;S32935187;877;1;1.18509;5;-1
62.0;S32935187;4213;1;1.351639;31;-1
62.0;S32935187;25062;0;1.072002;53;-1
63.0;S3940295;352;1;4.710814;0;-1
63.0;S3940295;793;1;NA;47;-1
64.0;S19655115;8593;1;NA;0;0
64.0;S19655115;949;1;0.3333333;28;0
64.0;S19655115;13455;0;0.1481481;37;0
65.0;S3703545;2215;-1;NA;0;0
65.0;S3703545;3442;0;0.02631579;26;0
65.0;S3703545;1567;1;0.3964092;40;0
66.0;S1139883;3432;1;0.1076591;0;0
66.0;S1139883;4365;1;0.2548801;4;0
66.0;S1139883;3292;1;0.2140954;47;0
67.0;S11796143;8593;0;NA;0;1
67.0;S11796143;2309;-1;NA;0;1
68.0;S1627863;1669;0;NA;0;0
69.0;S421751;22325;0;0.07163189;0;0
69.0;S421751;3457;1;0.280387;24;0
69.0;S421751;4128;1;0.2156751;40;0
70.0;S3900156;294;-1;1.935652;0;0
70.0;S3900156;1184;0;2.098743;0;0
70.0;S3900156;360;0;2.007355;28;0
71.0;S45649240;1700;1;0.1359075;0;0
71.0;S45649240;1700;1;0.1590166;9;0
71.0;S45649240;1700;1;0.1561219;15;0
71.0;S45649240;1700;1;0.2261782;27;0
71.0;S45649240;1700;1;0.4478503;41;0
71.0;S45649240;865;1;NA;50;0
71.0;S45649240;1700;1;0.5354183;52;0
72.0;S6362142;1049;0;0.1272142;0;1
72.0;S6362142;2208;1;0.3512324;41;1
73.0;S2267887;1219;0;-0.0299982;0;-1
74.0;S31194227;865;0;NA;0;1
74.0;S31194227;14935;1;0.2093361;44;1
74.0;S31194227;1700;1;0.1566042;52;1
75.0;S43958155;1712;1;0.4013465;0;0
75.0;S43958155;304;0;0.1515638;25;0
75.0;S43958155;1712;1;0.5404379;38;0
76.0;S45397242;879;1;2.727589;0;1
76.0;S45397242;879;-1;NA;40;1
77.0;S46582110;4173;0;0.1271025;0;0
78.0;S3066798;3869;1;0.1709602;0;1
78.0;S3066798;3206;0;NA;0;1
78.0;S3066798;1988;0;NA;0;1
78.0;S3066798;1343;0;0.05042017;1;1
79.0;S5265154;3359;1;0.1583012;0;0
79.0;S5265154;3897;1;0.1575239;7;0
79.0;S5265154;497;0;0.08471074;11;0
79.0;S5265154;1710;0;0.1659436;20;0
79.0;S5265154;3897;1;0.2455024;29;0
80.0;S4789820;30301;1;0.3484741;0;0
81.0;S32042162;5002;0;NA;0;1
82.0;S2596037;2091;1;0.2137681;0;-1
82.0;S2596037;1091;1;0.2987013;38;-1
83.0;S36074187;1662;0;NA;0;0
83.0;S36074187;2300;1;NA;8;0
83.0;S36074187;1185;0;NA;12;0
83.0;S36074187;1791;1;NA;17;0
83.0;S36074187;1955;1;NA;24;0
83.0;S36074187;4487;-1;-0.1663995;28;0
83.0;S36074187;1185;0;NA;29;0
83.0;S36074187;1927;1;NA;46;0
83.0;S36074187;4487;-1;-0.2631579;49;0
83.0;S36074187;2080;0;0.03640712;51;0
83.0;S36074187;4175;0;-0.1129032;53;0
84.0;S7458399;3057;1;0.4336797;0;1
84.0;S7458399;603;1;0.3493456;0;1
84.0;S7458399;1209;1;0.3980263;1;1
84.0;S7458399;1455;1;0.4144737;1;1
84.0;S7458399;3057;1;0.3980263;1;1
84.0;S7458399;930;1;0.5789474;1;1
84.0;S7458399;2252;0;0.04347826;2;1
84.0;S7458399;1831;1;NA;2;1
84.0;S7458399;603;1;0.2133345;3;1
84.0;S7458399;4545;-1;NA;3;1
84.0;S7458399;1892;1;0.2133345;3;1
84.0;S7458399;15211;1;0.2760464;4;1
84.0;S7458399;1704;1;0.3661202;4;1
84.0;S7458399;1732;1;NA;5;1
84.0;S7458399;4086;1;0.1746988;5;1
84.0;S7458399;4309;1;0.3222892;5;1
84.0;S7458399;3134;1;NA;6;1
84.0;S7458399;3154;1;0.3890175;6;1
84.0;S7458399;3054;0;0.09457093;7;1
84.0;S7458399;8729;1;0.2227921;7;1
84.0;S7458399;3461;1;0.5636728;7;1
84.0;S7458399;2252;0;0.02749323;8;1
84.0;S7458399;296;1;0.3072308;9;1
84.0;S7458399;3636;1;0.3577518;9;1
84.0;S7458399;22626;1;0.3853503;11;1
84.0;S7458399;3830;1;0.5286624;11;1
84.0;S7458399;603;1;0.2426991;14;1
84.0;S7458399;941;1;0.4788962;19;1
84.0;S7458399;930;1;0.4197403;19;1
84.0;S7458399;3052;1;0.2939274;21;1
84.0;S7458399;2252;0;-0.07596673;23;1
84.0;S7458399;15087;1;0.2219167;25;1
84.0;S7458399;4545;-1;NA;26;1
84.0;S7458399;603;1;0.1311615;30;1
84.0;S7458399;296;1;NA;40;1
84.0;S7458399;24119;1;NA;43;1
84.0;S7458399;1704;1;0.3181147;45;1
84.0;S7458399;22617;0;NA;47;1
84.0;S7458399;603;1;0.2184633;47;1
84.0;S7458399;4486;1;0.1910163;48;1
84.0;S7458399;1936;1;0.1962396;49;1
84.0;S7458399;3134;1;NA;50;1
84.0;S7458399;1831;1;NA;52;1
84.0;S7458399;24125;1;NA;56;1
85.0;S3350188;4527;0;0.09106779;0;-1
85.0;S3350188;3105;0;0.0566915;25;-1
85.0;S3350188;2022;0;-0.04182007;34;-1
85.0;S3350188;881;1;0.05747991;38;-1
85.0;S3350188;342;0;0.03398035;38;-1
85.0;S3350188;3104;0;-0.07946647;40;-1
85.0;S3350188;3077;1;0.08021792;40;-1
85.0;S3350188;713;1;0.05673492;40;-1
85.0;S3350188;1078;1;0.04846781;42;-1
85.0;S3350188;3485;1;0.1437831;42;-1
85.0;S3350188;3105;0;NA;43;-1
85.0;S3350188;1864;0;NA;46;-1
85.0;S3350188;430;1;0.1073936;46;-1
86.0;S4936756;3209;-1;NA;0;1
87.0;S6362142;3116;0;0.06382979;0;0
88.0;S110280;1394;0;NA;0;1
89.0;S3229194;3813;0;-0.01138406;0;-1
89.0;S3229194;3679;1;0.1084482;0;-1
89.0;S3229194;3622;0;-0.02777778;1;-1
89.0;S3229194;25536;-1;-0.1713446;49;-1
89.0;S3229194;8663;-1;-0.1733333;51;-1
90.0;S1444370;3457;1;0.07781594;0;1
90.0;S1444370;3813;0;0.06082037;23;1
91.0;S30331217;21958;0;NA;0;-1
91.0;S30331217;4225;0;NA;49;-1
91.0;S30331217;4617;1;0.2772751;53;-1
91.0;S30331217;4225;0;NA;54;-1
92.0;S42169153;3502;1;NA;0;0
92.0;S42169153;4213;1;0.155423;38;0
93.0;S1813783;847;0;-0.05863367;0;1
93.0;S1813783;3703;1;0.1363636;58;1
94.0;S19087292;736;1;0.1860638;0;-1
94.0;S19087292;4481;1;0.2026458;4;-1
94.0;S19087292;1709;1;0.124775;6;-1
94.0;S19087292;3144;1;0.1142475;8;-1
94.0;S19087292;510;1;0.1733646;14;-1
94.0;S19087292;3112;1;0.09345386;15;-1
94.0;S19087292;1530;1;0.1968697;22;-1
94.0;S19087292;3173;1;0.1488971;23;-1
94.0;S19087292;510;1;0.205594;33;-1
94.0;S19087292;942;1;0.2461563;42;-1
94.0;S19087292;510;1;NA;45;-1
94.0;S19087292;510;1;0.260928;53;-1
94.0;S19087292;3144;1;0.3102725;55;-1
95.0;S36348162;1715;1;3.892412;0;-1
95.0;S36348162;3503;1;4.273632;17;-1
95.0;S36348162;2135;1;3.955893;22;-1
95.0;S36348162;3305;1;3.415897;30;-1
96.0;S23548466;3274;1;NA;0;0
96.0;S23548466;1460;1;0.2176039;5;0
96.0;S23548466;1717;0;NA;17;0
96.0;S23548466;932;1;0.221374;18;0
96.0;S23548466;3326;0;0.1452369;22;0
96.0;S23548466;869;1;0.3102725;23;0
96.0;S23548466;1914;0;NA;25;0
96.0;S23548466;3568;0;NA;49;0
96.0;S23548466;4989;0;-0.01261657;49;0
96.0;S23548466;1497;1;NA;49;0
96.0;S23548466;1717;0;NA;51;0
96.0;S23548466;1717;0;NA;53;0
97.0;S2349116;3030;1;0.1964736;0;-1
97.0;S2349116;3030;1;0.1150235;29;-1
97.0;S2349116;3042;0;0.0005885815;32;-1
98.0;S1422627;4319;0;NA;0;0
99.0;S4177747;3195;0;0.07250107;0;-1
100.0;S2910271;1049;0;-0.7269657;0;1
100.0;S2910271;1709;1;-0.7151345;44;1
101.0;S3398867;1900;1;-0.2631286;0;1
101.0;S3398867;291;1;-0.2673624;18;1
101.0;S3398867;1218;0;-0.3017858;33;1
102.0;S23548466;1717;0;NA;0;-1
102.0;S23548466;4626;1;NA;14;-1
102.0;S23548466;3142;1;NA;30;-1
102.0;S23548466;2144;0;NA;33;-1
102.0;S23548466;1717;1;0.3083297;46;-1
102.0;S23548466;2193;1;0.08790252;47;-1
103.0;S4667975;851;1;0.1606314;0;1
103.0;S4667975;4245;1;0.207851;20;1
103.0;S4667975;4516;0;0.0529019;34;1
104.0;S4206199;1567;1;NA;0;0
105.0;S44420110;3199;0;0.06120434;0;1
105.0;S44420110;3802;1;NA;33;1
106.0;S536481;1047;1;NA;0;-1
107.0;S2910271;1530;-1;NA;0;-1
107.0;S2910271;3114;1;-0.680253;27;-1
107.0;S2910271;8593;1;NA;52;-1
108.0;S448588;4640;0;0.8125912;0;1
109.0;S24639118;2131;1;0.2604227;0;1
109.0;S24639118;8593;1;NA;24;1
110.0;S4185678;585;0;0.01522843;0;1
111.0;S6788160;3378;1;1.782749;0;1
111.0;S6788160;4175;0;1.486834;1;1
111.0;S6788160;15026;1;2.113673;5;1
111.0;S6788160;1662;0;NA;7;1
111.0;S6788160;3378;1;1.91415;18;1
111.0;S6788160;3563;1;1.779638;28;1
111.0;S6788160;4175;0;1.594099;42;1
112.0;S2645309;296;0;0.03397341;0;1
112.0;S2645309;3007;1;0.4717907;9;1
112.0;S2645309;4813;0;NA;12;1
112.0;S2645309;3084;1;0.4678899;12;1
112.0;S2645309;3854;0;0.3761468;12;1
112.0;S2645309;3145;1;0.6740088;13;1
112.0;S2645309;13247;0;NA;14;1
112.0;S2645309;3970;-1;NA;14;1
112.0;S2645309;603;0;0.3428827;14;1
112.0;S2645309;13247;1;34.81021;14;1
112.0;S2645309;1704;0;0.1518771;15;1
112.0;S2645309;1455;1;0.5164152;16;1
112.0;S2645309;3054;0;0.2636793;16;1
112.0;S2645309;270;0;28.80626;21;1
112.0;S2645309;768;0;NA;29;1
112.0;S2645309;13247;0;0.1235955;29;1
113.0;S421751;4128;1;0.1992001;0;0
113.0;S421751;3253;0;0.09897063;16;0
113.0;S421751;22325;0;0.09795415;20;0
113.0;S421751;22325;0;0.07129825;34;0
114.0;S39271195;1710;1;0.713067;0;0
114.0;S39271195;308;0;0.7448249;5;0
114.0;S39271195;1316;1;0.9005891;11;0
114.0;S39271195;1710;1;0.7284687;13;0
114.0;S39271195;1399;0;0.7010326;13;0
114.0;S39271195;3498;1;0.932343;27;0
114.0;S39271195;1710;1;0.8793512;38;0
114.0;S39271195;1710;1;0.9479243;55;0
115.0;S47757139;4035;0;0.0940919;0;0
115.0;S47757139;2137;1;NA;44;0
116.0;S1674183;1923;1;0.5885023;0;-1
116.0;S1674183;3352;1;NA;34;-1
117.0;S39220131;29084;1;0.06185741;0;1
117.0;S39220131;4636;0;0.10011;7;1
117.0;S39220131;29084;1;0.1866642;25;1
118.0;S30609112;4080;1;0.2084092;0;1
118.0;S30609112;2260;1;0.2064805;4;1
118.0;S30609112;4098;0;0.1250402;24;1
118.0;S30609112;1071;1;0.2478004;40;1
119.0;S2137237;3679;0;0.07763899;0;0
120.0;S1723582;579;0;1.211166;0;1
121.0;S6843203;1700;1;0.3276283;0;1
121.0;S6843203;1700;1;0.1880718;8;1
121.0;S6843203;1700;1;0.227661;11;1
121.0;S6843203;1700;1;0.1706508;21;1
121.0;S6843203;1061;-1;-0.09165534;23;1
121.0;S6843203;593;0;0.1774838;23;1
121.0;S6843203;1700;1;0.237974;27;1
121.0;S6843203;1519;1;NA;30;1
121.0;S6843203;1700;1;0.318943;34;1
121.0;S6843203;1700;1;0.3477089;46;1
121.0;S6843203;1700;1;0.4856697;57;1
122.0;S2201432;4028;1;0.0940919;0;0
123.0;S18299154;3180;1;0.5938795;0;-1
124.0;S34211132;259;1;0.09489051;0;1
124.0;S34211132;1262;0;-0.01395631;2;1
