SymbolID,n_Buy,n_Hold,n_Sell,np_Buy,np_Hold,np_Sell,np_p25_Buy,np_p25_Hold,np_p25_Sell,np_p50_Buy,np_p50_Hold,np_p50_Sell,np_p75_Buy,np_p75_Hold,np_p75_Sell,p_Buy,p_Hold,p_Sell,p_avg_Buy,p_avg_Hold,p_avg_Sell,p_max_Buy,p_max_Hold,p_max_Sell,x_dec
S314697,0.615266294943,0.0,0.0,0.517099101019,0.0,0.0,0.151199117729,0.0,0.0,0.25854955051,0.0,0.0,0.36589998329,0.0,0.0,1.10714285714,0.0,0.0,0.553571428571,0.0,0.0,0.607142857143,0.0,0.0,Hold
S94311056,1.88040761392,0.222077073808,0.0,1.77463208206,0.0471250542502,0.0,0.186120809188,0.0471250542502,0.0,0.27206558557,0.0471250542502,0.0,0.313278072453,0.0471250542502,0.0,3.71401157526,0.1,0.0,0.53057308218,0.1,0.0,0.625,0.1,0.0,Buy
S3806332,0.0,0.55519268452,0.0,0.0,0.419995977099,0.0,0.0,0.0506776229671,0.0,0.0,0.101355245934,0.0,0.0,0.209997988549,0.0,0.0,0.812472551603,0.0,0.0,0.270824183868,0.0,0.0,0.464646464646,0.0,Sell
S12434156,0.315323976158,0.0326583932071,0.0,0.350022318196,0.0903581667685,0.0,0.155258700821,0.0903581667685,0.0,0.175011159098,0.0903581667685,0.0,0.194763617375,0.0903581667685,0.0,0.934609250399,0.5,0.0,0.467304625199,0.5,0.0,0.631578947368,0.5,0.0,Buy
S3554366,0.0,0.0130633572828,0.02151617299,0.0,0.0404094006433,0.0628645380244,0.0,0.0101023501608,0.0628645380244,0.0,0.0202047003217,0.0628645380244,0.0,0.0303070504825,0.0628645380244,0.0,0.5,0.428571428571,0.0,0.25,0.428571428571,0.0,0.5,0.428571428571,Sell
S591675,0.323014804845,0.0783801436969,0.0,0.89858489956,0.0961079175826,0.0,0.122012402883,0.0401787797843,0.0,0.124022809892,0.0480539587913,0.0,0.137883972888,0.0559291377983,0.0,4.7553928299,0.493927125506,0.0,0.679341832843,0.246963562753,0.0,1.0,0.263157894737,0.0,Buy
S2092136,0.0038454143434,0.0,0.0,0.0124022809892,0.0,0.0,0.0124022809892,0.0,0.0,0.0124022809892,0.0,0.0,0.0124022809892,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Sell
S448588,0.123053258989,0.0,0.19364555691,0.12201373203,0.0,0.192317593307,0.12201373203,0.0,0.0933470394448,0.12201373203,0.0,0.0961587966537,0.12201373203,0.0,0.0989705538626,0.347826086957,0.0,0.619047619048,0.347826086957,0.0,0.309523809524,0.347826086957,0.0,0.333333333333,Buy
S2267887,0.234570274947,0.0979751796212,0.0,0.44711240491,0.162970836469,0.0,0.0303792600702,0.0737368465799,0.0,0.0620114049462,0.0814854182346,0.0,0.151404363448,0.0892339898893,0.0,2.1531024531,0.733333333333,0.0,0.43062049062,0.366666666667,0.0,0.818181818182,0.4,0.0,Hold
S29800192,1.81119015574,0.0,0.0,2.26069357381,0.0,0.0,0.194598055173,0.0,0.0,0.218939100287,0.0,0.0,0.256299986254,0.0,0.0,5.53058100338,0.0,0.0,0.553058100338,0.0,0.0,0.705882352941,0.0,0.0,Buy
S32606160,0.0,0.0,0.0860646919601,0.0,0.0,0.117347137646,0.0,0.0,0.117347137646,0.0,0.0,0.117347137646,0.0,0.0,0.117347137646,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4,Buy
S3575567,0.107671601615,0.0,0.0,0.246100133906,0.0,0.0,0.246100133906,0.0,0.0,0.246100133906,0.0,0.0,0.246100133906,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,Buy
S47439160,0.788309940396,0.790333115611,0.0,1.14204048927,0.304126077274,0.0,0.138906185705,0.0179259242567,0.0,0.198406596516,0.0372630799338,0.0,0.240299422618,0.0742959099307,0.0,3.32244101979,0.805283605284,0.0,0.553740169964,0.115040515041,0.0,0.638888888889,0.2,0.0,Sell
S27356109,0.0346087290906,0.0,0.0,0.0338244026979,0.0,0.0,0.0338244026979,0.0,0.0,0.0338244026979,0.0,0.0,0.0338244026979,0.0,0.0,0.181818181818,0.0,0.0,0.181818181818,0.0,0.0,0.181818181818,0.0,0.0,Sell
S47757139,0.269179004038,0.0130633572828,0.0,0.4456253663,0.0190491741457,0.0,0.03466542921,0.0190491741457,0.0,0.0805551780116,0.0190491741457,0.0,0.0991105307527,0.0190491741457,0.0,1.95641025641,0.166666666667,0.0,0.391282051282,0.166666666667,0.0,0.75,0.166666666667,0.0,Hold
S29981135,0.307633147472,0.0,0.0,0.502658533449,0.0,0.0,0.0970117445075,0.0,0.0,0.114930095381,0.0,0.0,0.143582984236,0.0,0.0,1.8671073917,0.0,0.0,0.466776847924,0.0,0.0,0.727272727273,0.0,0.0,Buy
S40770141,0.0461449721207,0.0849118223383,0.0,0.107406904015,0.14569816603,0.0,0.107406904015,0.14569816603,0.0,0.107406904015,0.14569816603,0.0,0.107406904015,0.14569816603,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,Hold
S25239156,0.0499903864641,0.0,0.0,0.129444121167,0.0,0.0,0.129444121167,0.0,0.0,0.129444121167,0.0,0.0,0.129444121167,0.0,0.0,0.578947368421,0.0,0.0,0.578947368421,0.0,0.0,0.578947368421,0.0,0.0,Buy
S39271195,0.342241876562,0.496407576747,0.0,0.214029667403,0.341003347035,0.0,0.214029667403,0.164766023515,0.0,0.214029667403,0.170501673518,0.0,0.214029667403,0.17623732352,0.0,0.365853658537,0.740884955752,0.0,0.365853658537,0.370442477876,0.0,0.365853658537,0.44,0.0,Sell
S36586316,5.61045952701,0.0,0.0,0.997232130486,0.0,0.0,0.997232130486,0.0,0.0,0.997232130486,0.0,0.0,0.997232130486,0.0,0.0,0.421014492754,0.0,0.0,0.421014492754,0.0,0.0,0.421014492754,0.0,0.0,Sell
S1448130,0.0769082868679,0.130633572828,0.0,0.111863696904,0.0951138597563,0.0,0.0452268674477,0.0951138597563,0.0,0.0559318484519,0.0951138597563,0.0,0.0666368294561,0.0951138597563,0.0,0.560606060606,0.263157894737,0.0,0.280303030303,0.263157894737,0.0,0.333333333333,0.263157894737,0.0,Sell
S24359139,0.288406075755,0.0326583932071,0.0286882306534,0.55643922743,0.0361432667074,0.0,0.136731515788,0.0361432667074,0.0,0.143316198917,0.0361432667074,0.0,0.145694489986,0.0361432667074,0.0,2.10227272727,0.2,0.0,0.525568181818,0.2,0.0,0.583333333333,0.2,0.0,Buy
S2890954,0.0,0.00653167864141,0.0,0.0,0.0134698002144,0.0,0.0,0.0134698002144,0.0,0.0,0.0134698002144,0.0,0.0,0.0134698002144,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,Sell
S1956391,0.0999807729283,0.0653167864141,0.0,0.186475368445,0.0866430178886,0.0,0.186475368445,0.0364085021979,0.0,0.186475368445,0.0433215089443,0.0,0.186475368445,0.0502345156907,0.0,0.589743589744,0.629032258065,0.0,0.589743589744,0.314516129032,0.0,0.589743589744,0.5,0.0,Sell
S1588591,0.542203422419,0.0195950359242,0.0,0.7146470645,0.0233303783392,0.0,0.127387429052,0.0233303783392,0.0,0.128542851831,0.0233303783392,0.0,0.135359773722,0.0233303783392,0.0,2.46584552151,0.166666666667,0.0,0.493169104302,0.166666666667,0.0,0.625,0.166666666667,0.0,Hold
S939479,0.0230724860604,0.0,0.0,0.0701059847775,0.0,0.0,0.0701059847775,0.0,0.0,0.0701059847775,0.0,0.0,0.0701059847775,0.0,0.0,0.461538461538,0.0,0.0,0.461538461538,0.0,0.0,0.461538461538,0.0,0.0,Buy
S1858788,0.626802537973,0.117570215545,0.0,0.713980024862,0.108261820403,0.0,0.162554342443,0.0526226040838,0.0,0.20799257526,0.0541309102016,0.0,0.298431957617,0.0556392163194,0.0,1.82380952381,0.45,0.0,0.607936507937,0.225,0.0,0.75,0.25,0.0,Buy
S1588591,0.0499903864641,0.522534291313,0.0,0.127763028684,0.230973407239,0.0,0.127763028684,0.0794753814342,0.0,0.127763028684,0.11548670362,0.0,0.127763028684,0.151498025805,0.0,0.571428571429,0.422742474916,0.0,0.571428571429,0.211371237458,0.0,0.571428571429,0.292307692308,0.0,Sell
S37045169,0.43068640646,0.0,0.0,0.569025073797,0.0,0.0,0.0258453068123,0.0,0.0,0.0638280088765,0.0,0.0,0.180238970513,0.0,0.0,1.58432147563,0.0,0.0,0.396080368906,0.0,0.0,0.708333333333,0.0,0.0,Hold
S298662,0.438377235147,0.189418680601,0.0,0.385063491176,0.246626119851,0.0,0.0585855840084,0.246626119851,0.0,0.117171168017,0.246626119851,0.0,0.192531745588,0.246626119851,0.0,0.826794258373,0.566666666667,0.0,0.275598086124,0.566666666667,0.0,0.463157894737,0.566666666667,0.0,Hold
S2172183,0.00769082868679,0.0,0.0,0.0438486849483,0.0,0.0,0.0438486849483,0.0,0.0,0.0438486849483,0.0,0.0,0.0438486849483,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Hold
S20763182,0.0230724860604,0.0522534291313,0.0,0.0189870375439,0.0142868806093,0.0,0.0189870375439,0.0142868806093,0.0,0.0189870375439,0.0142868806093,0.0,0.0189870375439,0.0142868806093,0.0,0.125,0.0625,0.0,0.125,0.0625,0.0,0.125,0.0625,0.0,Buy
S14926173,0.353778119592,0.0,0.0,0.544023953155,0.0,0.0,0.159706542152,0.0,0.0,0.178114200257,0.0,0.0,0.201362534554,0.0,0.0,1.57736117703,0.0,0.0,0.52578705901,0.0,0.0,0.612244897959,0.0,0.0,Sell
S3215079,0.0,0.0,0.02151617299,0.0,0.0,0.146683922057,0.0,0.0,0.146683922057,0.0,0.0,0.146683922057,0.0,0.0,0.146683922057,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Sell
S48372115,0.63449336666,0.117570215545,0.0,0.620190160694,0.190293827811,0.0,0.11565941036,0.0856718052442,0.0,0.148698125323,0.0951469139055,0.0,0.268784732649,0.104622022567,0.0,1.43461538462,1.01960784314,0.0,0.478205128205,0.509803921569,0.0,0.55,0.666666666667,0.0,Hold
S5494120,1.1343972313,0.0,0.0,1.5953112272,0.0,0.0,0.100412757843,0.0,0.0,0.134952650459,0.0,0.0,0.172785279578,0.0,0.0,5.69898726274,0.0,0.0,0.569898726274,0.0,0.0,0.8,0.0,0.0,Buy
S36348162,0.499903864641,0.0522534291313,0.0,0.388871339975,0.0,0.0,0.388871339975,0.0,0.0,0.388871339975,0.0,0.0,0.388871339975,0.0,0.0,0.55,0.0,0.0,0.55,0.0,0.0,0.55,0.0,0.0,Sell
S46582110,0.0999807729283,0.339647289353,0.0,0.225033388681,0.234062552179,0.0,0.0856395704457,0.0134698002144,0.0,0.11251669434,0.0396531649213,0.0,0.139393818235,0.0846990027516,0.0,0.978021978022,0.654970760234,0.0,0.489010989011,0.163742690058,0.0,0.692307692308,0.333333333333,0.0,Sell
S8195195,0.584502980196,0.385369039843,0.00717205766334,0.649206544054,0.648800703095,0.0,0.0880901400294,0.0404094006433,0.0,0.127905985414,0.0681523972881,0.0,0.138199203752,0.0712754831543,0.0,2.0536460254,3.51040903541,0.0,0.342274337567,0.390045448379,0.0,0.538461538462,0.625,0.0,Hold
S840140,0.0615266294943,0.0,0.0,0.160500106919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802500534597,0.0,0.0,0.647058823529,0.0,0.0,0.21568627451,0.0,0.0,0.647058823529,0.0,0.0,Sell
S4729863,0.0999807729283,0.0,0.0,0.166672792032,0.0,0.0,0.0812858313909,0.0,0.0,0.0833363960161,0.0,0.0,0.0853869606413,0.0,0.0,0.879120879121,0.0,0.0,0.43956043956,0.0,0.0,0.571428571429,0.0,0.0,Buy
S448588,0.123053258989,0.235140431091,0.0,0.12201373203,0.259177535161,0.0,0.12201373203,0.259177535161,0.0,0.12201373203,0.259177535161,0.0,0.12201373203,0.259177535161,0.0,0.347826086957,0.534482758621,0.0,0.347826086957,0.534482758621,0.0,0.347826086957,0.534482758621,0.0,Sell
S7097194,0.0,0.18288700196,0.0,0.0,0.206928822061,0.0,0.0,0.206928822061,0.0,0.0,0.206928822061,0.0,0.0,0.206928822061,0.0,0.0,0.483870967742,0.0,0.0,0.483870967742,0.0,0.0,0.483870967742,0.0,Hold
S26301203,1.56123822342,0.0,0.0,1.18167256513,0.0,0.0,0.109621712178,0.0,0.0,0.154509945709,0.0,0.0,0.292107580973,0.0,0.0,2.52552260383,0.0,0.0,0.420920433971,0.0,0.0,0.515625,0.0,0.0,Sell
S39271195,0.342241876562,0.150228608752,0.0,0.214029667403,0.205691130191,0.0,0.214029667403,0.074753160887,0.0,0.214029667403,0.102845565095,0.0,0.214029667403,0.130937969304,0.0,0.365853658537,0.773333333333,0.0,0.365853658537,0.386666666667,0.0,0.365853658537,0.44,0.0,Buy
S239745,0.0,0.169823644677,0.0,0.0,0.126798967639,0.0,0.0,0.126798967639,0.0,0.0,0.126798967639,0.0,0.0,0.126798967639,0.0,0.0,0.307692307692,0.0,0.0,0.307692307692,0.0,0.0,0.307692307692,0.0,Hold
S46582110,0.0576812151509,0.476812540823,0.0,0.166270942129,0.335820193955,0.0,0.166270942129,0.0437094498091,0.0,0.166270942129,0.0516332381534,0.0,0.166270942129,0.0857212836557,0.0,0.692307692308,1.01904761905,0.0,0.692307692308,0.20380952381,0.0,0.692307692308,0.333333333333,0.0,Buy
S2349116,0.138434916362,0.0718484650555,0.0,0.220484995364,0.0502585574764,0.0,0.220484995364,0.0502585574764,0.0,0.220484995364,0.0502585574764,0.0,0.220484995364,0.0502585574764,0.0,0.592592592593,0.1875,0.0,0.592592592593,0.1875,0.0,0.592592592593,0.1875,0.0,Buy
S39807105,0.0,0.0783801436969,0.0,0.0,0.0680994827199,0.0,0.0,0.0680994827199,0.0,0.0,0.0680994827199,0.0,0.0,0.0680994827199,0.0,0.0,0.243243243243,0.0,0.0,0.243243243243,0.0,0.0,0.243243243243,0.0,Buy
S38927421,0.503749278985,0.248203788374,0.0,0.507160710718,0.131105407988,0.0,0.101189272958,0.131105407988,0.0,0.118046865678,0.131105407988,0.0,0.130479498211,0.131105407988,0.0,1.51502815032,0.263157894737,0.0,0.303005630064,0.263157894737,0.0,0.529411764706,0.263157894737,0.0,Hold
S32935187,0.280715247068,0.0195950359242,0.0,0.40199753174,0.0933215133569,0.0,0.127657624588,0.0933215133569,0.0,0.131318269298,0.0933215133569,0.0,0.139000275931,0.0933215133569,0.0,1.34933973589,0.666666666667,0.0,0.449779911965,0.666666666667,0.0,0.529411764706,0.666666666667,0.0,Sell
S3940295,0.0961353585849,0.0,0.0,0.16686705331,0.0,0.0,0.0755411660253,0.0,0.0,0.0834335266548,0.0,0.0,0.0913258872843,0.0,0.0,0.763636363636,0.0,0.0,0.381818181818,0.0,0.0,0.4,0.0,0.0,Sell
S19655115,0.976735243222,0.215545395167,0.0,0.621875898087,0.224646129198,0.0,0.219879548647,0.224646129198,0.0,0.310937949044,0.224646129198,0.0,0.401996349441,0.224646129198,0.0,0.933977455717,0.483870967742,0.0,0.466988727858,0.483870967742,0.0,0.526570048309,0.483870967742,0.0,Hold
S3703545,0.0230724860604,0.0195950359242,0.0,0.0701059847775,0.0349955675088,0.0,0.0701059847775,0.0349955675088,0.0,0.0701059847775,0.0349955675088,0.0,0.0701059847775,0.0349955675088,0.0,0.461538461538,0.25,0.0,0.461538461538,0.25,0.0,0.461538461538,0.25,0.0,Hold
S1139883,0.499903864641,0.0,0.0,0.313620320027,0.0,0.0,0.0227832826699,0.0,0.0,0.0358023013385,0.0,0.0,0.151928028013,0.0,0.0,0.812428078251,0.0,0.0,0.270809359417,0.0,0.0,0.388185654008,0.0,0.0,Hold
S11796143,0.0,0.574787720444,0.00717205766334,0.0,0.169295085876,0.0423440009427,0.0,0.169295085876,0.0423440009427,0.0,0.169295085876,0.0423440009427,0.0,0.169295085876,0.0423440009427,0.0,0.223300970874,0.5,0.0,0.223300970874,0.5,0.0,0.223300970874,0.5,Buy
S1627863,0.0,0.130633572828,0.0,0.0,0.100397963076,0.0,0.0,0.100397963076,0.0,0.0,0.100397963076,0.0,0.0,0.100397963076,0.0,0.0,0.277777777778,0.0,0.0,0.277777777778,0.0,0.0,0.277777777778,0.0,Hold
S421751,0.234570274947,0.0326583932071,0.0,0.195376040767,0.108429800122,0.0,0.0707594021277,0.108429800122,0.0,0.0976880203835,0.108429800122,0.0,0.124616638639,0.108429800122,0.0,0.53984962406,0.6,0.0,0.26992481203,0.6,0.0,0.368421052632,0.6,0.0,Hold
S3900156,0.0,0.111038536904,0.00717205766334,0.0,0.226978598594,0.0,0.0,0.113086426508,0.0,0.0,0.113489299297,0.0,0.0,0.113892172086,0.0,0.0,1.36,0.0,0.0,0.68,0.0,0.0,1.0,0.0,Hold
S45649240,5.72197654297,0.0,0.0,1.13851513015,0.0,0.0,0.355270282366,0.0,0.0,0.569257565073,0.0,0.0,0.783244847779,0.0,0.0,0.844091415831,0.0,0.0,0.422045707915,0.0,0.0,0.423076923077,0.0,0.0,Hold
S6362142,0.542203422419,0.169823644677,0.0,0.328250018292,0.085853467672,0.0,0.328250018292,0.085853467672,0.0,0.328250018292,0.085853467672,0.0,0.328250018292,0.085853467672,0.0,0.44578313253,0.208333333333,0.0,0.44578313253,0.208333333333,0.0,0.44578313253,0.208333333333,0.0,Buy
S2267887,0.0,0.0914435009798,0.0,0.0,0.104675630132,0.0,0.0,0.104675630132,0.0,0.0,0.104675630132,0.0,0.0,0.104675630132,0.0,0.0,0.346153846154,0.0,0.0,0.346153846154,0.0,0.0,0.346153846154,0.0,Sell
S31194227,6.02960969044,0.13716525147,0.0,1.57271486354,0.123452758157,0.0,0.680920082412,0.123452758157,0.0,0.78635743177,0.123452758157,0.0,0.891794781128,0.123452758157,0.0,1.30990338164,0.333333333333,0.0,0.654951690821,0.333333333333,0.0,0.888888888889,0.333333333333,0.0,Buy
S43958155,0.672947510094,0.0849118223383,0.0,0.340685066973,0.0582792664121,0.0,0.340685066973,0.0582792664121,0.0,0.340685066973,0.0582792664121,0.0,0.340685066973,0.0582792664121,0.0,0.415300546448,0.2,0.0,0.415300546448,0.2,0.0,0.415300546448,0.2,0.0,Hold
S45397242,0.0961353585849,0.0,0.0,0.13564994832,0.0,0.0,0.13564994832,0.0,0.0,0.13564994832,0.0,0.0,0.13564994832,0.0,0.0,0.4375,0.0,0.0,0.4375,0.0,0.0,0.4375,0.0,0.0,Buy
S46582110,0.0,0.0849118223383,0.0,0.0,0.0437094498091,0.0,0.0,0.0437094498091,0.0,0.0,0.0437094498091,0.0,0.0,0.0437094498091,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.15,0.0,Hold
S3066798,0.115362430302,0.0783801436969,0.0,0.214516075652,0.113310425097,0.0,0.214516075652,0.00816393177674,0.0,0.214516075652,0.0163278635535,0.0,0.214516075652,0.0566552125487,0.0,0.631578947368,0.542857142857,0.0,0.631578947368,0.180952380952,0.0,0.631578947368,0.4,0.0,Buy
S5265154,0.21534320323,0.522534291313,0.0,0.305646771993,0.201361878938,0.0,0.144264721667,0.0719253832205,0.0,0.152823385996,0.100680939469,0.0,0.161382050326,0.129436495718,0.0,0.952380952381,0.387278582931,0.0,0.47619047619,0.193639291465,0.0,0.571428571429,0.239130434783,0.0,Hold
S4789820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hold
S32042162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buy
S2596037,0.019227071717,0.0,0.0,0.099044083457,0.0,0.0,0.0247610208643,0.0,0.0,0.0495220417285,0.0,0.0,0.0742830625928,0.0,0.0,0.714285714286,0.0,0.0,0.357142857143,0.0,0.0,0.714285714286,0.0,0.0,Sell
S36074187,0.0538358008075,0.489875898106,0.143441153267,0.12898171535,0.448613285898,0.113620877457,0.0200973139347,0.0800634824136,0.113620877457,0.0340724573771,0.119599645751,0.113620877457,0.04622057228,0.151689484812,0.113620877457,1.08333333333,1.3148718621,0.3,0.270833333333,0.328717965524,0.3,0.333333333333,0.454545454545,0.3,Hold
S7458399,4.47221688137,0.235140431091,0.0573764613067,5.54626800968,0.086862924148,0.0552770403861,0.156664446006,0.0101023501608,0.0552770403861,0.204603809124,0.0202047003217,0.0552770403861,0.25221597219,0.043431462074,0.0552770403861,14.6179674882,0.242063492063,0.230769230769,0.541406203265,0.0806878306878,0.230769230769,1.0,0.15873015873,0.230769230769,Buy
S3350188,1.25360507595,1.20836054866,0.0,1.16350688321,0.498440573522,0.0,0.13387395987,0.0586192507335,0.0,0.192850874028,0.0935319328053,0.0,0.267089700478,0.103558451949,0.0,2.46295972762,1.23727800029,0.0,0.410493287936,0.206213000049,0.0,0.529914529915,0.285714285714,0.0,Sell
S4936756,0.0,0.0,0.0143441153267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buy
S6362142,0.0,0.0653167864141,0.0,0.0,0.0766714469491,0.0,0.0,0.0766714469491,0.0,0.0,0.0766714469491,0.0,0.0,0.0766714469491,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,Hold
S110280,0.0,0.0391900718485,0.0,0.0,0.0164970687313,0.0,0.0,0.0164970687313,0.0,0.0,0.0164970687313,0.0,0.0,0.0164970687313,0.0,0.0,0.0833333333333,0.0,0.0,0.0833333333333,0.0,0.0,0.0833333333333,0.0,Buy
S3229194,0.0422995577774,0.548661005879,0.136269095604,0.0514171407323,0.391470919891,0.444089275105,0.0514171407323,0.176120197834,0.221035260319,0.0514171407323,0.195735459945,0.222044637553,0.0514171407323,0.215350722057,0.223054014786,0.25,0.85,1.75,0.25,0.425,0.875,0.25,0.5,1.0,Sell
S1444370,0.169198231109,0.450685826257,0.0,0.151545256895,0.234965984169,0.0,0.151545256895,0.234965984169,0.0,0.151545256895,0.234965984169,0.0,0.151545256895,0.234965984169,0.0,0.368421052632,0.35,0.0,0.368421052632,0.35,0.0,0.368421052632,0.35,0.0,Buy
S30331217,0.0346087290906,0.215545395167,0.0,0.0651119751935,0.167604231976,0.0,0.0651119751935,0.0647431531605,0.0,0.0651119751935,0.0838021159882,0.0,0.0651119751935,0.102861078816,0.0,0.35,0.521091811414,0.0,0.35,0.260545905707,0.0,0.35,0.290322580645,0.0,Sell
S42169153,0.153816573736,0.0,0.0,0.213293403001,0.0,0.0,0.0979715623115,0.0,0.0,0.1066467015,0.0,0.0,0.115321840689,0.0,0.0,0.768163265306,0.0,0.0,0.384081632653,0.0,0.0,0.408163265306,0.0,0.0,Hold
S1813783,0.0576812151509,0.209013716525,0.0,0.0417685458489,0.144959569109,0.0,0.0417685458489,0.144959569109,0.0,0.0417685458489,0.144959569109,0.0,0.0417685458489,0.144959569109,0.0,0.173913043478,0.317073170732,0.0,0.173913043478,0.317073170732,0.0,0.173913043478,0.317073170732,0.0,Buy
S19087292,1.69582772544,0.0,0.0,1.4439508771,0.0,0.0,0.0585952699776,0.0,0.0,0.131546054845,0.0,0.0,0.260950468443,0.0,0.0,3.49762140247,0.0,0.0,0.388624600274,0.0,0.0,0.55737704918,0.0,0.0,Sell
S36348162,0.373005191309,0.0,0.0,0.589576146492,0.0,0.0,0.114248615995,0.0,0.0,0.137968718068,0.0,0.0,0.171114138696,0.0,0.0,2.02273100785,0.0,0.0,0.505682751962,0.0,0.0,0.75,0.0,0.0,Sell
S23548466,0.334551047875,0.607446113651,0.0,0.575594618935,0.620222987203,0.0,0.0558102644515,0.125718135335,0.0,0.134026147369,0.142152667217,0.0,0.153407743552,0.143698922277,0.0,2.2008255934,1.93238705739,0.0,0.440165118679,0.386477411477,0.0,0.6,0.47619047619,0.0,Hold
