ExpertID,SymbolID,Buy_p,Buy_r,Buy_n,Hold_p,Hold_r,Hold_n,Sell_p,Sell_r,Sell_n,Buy_n_norm,Hold_n_norm,Sell_n_norm
222,S23548466,0.33333333333333331,1.0,1,0.5,0.5,2,0.0,0.0,2,0.003845414343395501,0.013063357282821686,0.014344115326687227
222,S24359139,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
222,S26301203,0.75,1.0,3,0.0,0.0,0,0.0,0.0,1,0.011536243030186502,0.0,0.0071720576633436135
222,S27414253,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
222,S2910271,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
222,S29991154,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
222,S3215079,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.006531678641410843,0.0071720576633436135
222,S33313171,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
222,S3350188,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
222,S47341190,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
222,S6362142,0.66666666666666663,1.0,2,0.0,0.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
222,S94311056,0.58333333333333337,1.0,7,0.0,0.0,3,0.0,0.0,2,0.026917900403768506,0.019595035924232528,0.014344115326687227
223,S1564262,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
223,S19655115,0.0,0.0,1,0.5,1.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
223,S3173882,0.40000000000000002,1.0,2,0.0,0.0,2,0.0,0.0,1,0.007690828686791002,0.013063357282821686,0.0071720576633436135
223,S31817100,0.66666666666666663,1.0,2,0.0,0.0,0,0.0,0.0,1,0.007690828686791002,0.0,0.0071720576633436135
223,S45137137,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
223,S9220188,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
224,S18020147,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
224,S18928138,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
224,S3031140,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
224,S30943157,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.019595035924232528,0.0071720576633436135
224,S3431978,0.5,1.0,2,0.0,0.0,0,0.0,0.0,2,0.007690828686791002,0.0,0.014344115326687227
224,S3554366,0.0,0.0,1,0.5,1.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
224,S3754891,0.75,1.0,6,0.0,0.0,2,0.0,0.0,0,0.023072486060373005,0.013063357282821686,0.0
224,S453098,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
224,S46451100,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
224,S46781105,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.013063357282821686,0.0
224,S47883117,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
224,S4800358,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
224,S840140,0.0,0.0,0,0.5,1.0,1,0.0,0.0,1,0.0,0.006531678641410843,0.0071720576633436135
227,S10639157,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0.02151617299003084
227,S167247,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0,0.011536243030186502,0.006531678641410843,0.0
227,S17230176,0.5,1.0,1,0.0,0.0,0,0.0,0.0,1,0.003845414343395501,0.0,0.0071720576633436135
227,S22576226,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.014344115326687227
227,S29326176,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
227,S30592235,0.66666666666666663,1.0,2,0.0,0.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
227,S45649240,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
229,S150960,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
229,S3089516,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
230,S39831415,1.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
230,S47757139,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
231,S38927421,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.011536243030186502,0.0,0.0
231,S8402267,1.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
232,S19704106,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
232,S2368299,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
232,S44957100,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
234,S3606780,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
234,S36074187,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.006531678641410843,0.0071720576633436135
234,S37942103,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
234,S38857148,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
234,S46998151,0.0,0.0,1,0.33333333333333331,1.0,1,0.0,0.0,1,0.003845414343395501,0.006531678641410843,0.0071720576633436135
234,S9611200,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
235,S18020147,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
235,S22523108,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
235,S30609112,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.006531678641410843,0.0071720576633436135
235,S3639565,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
235,S40691134,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
235,S44957100,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
241,S26555187,1.0,0.20000000000000001,5,0.0,0.0,0,0.0,0.0,0,0.019227071716977504,0.0,0.0
242,S10893102,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
242,S30885142,0.0,0.0,3,0.0,0.0,0,0.0,0.0,2,0.011536243030186502,0.0,0.014344115326687227
243,S2868159,0.66666666666666663,1.0,2,0.0,0.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
243,S30231105,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.014344115326687227
243,S356141,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.014344115326687227
244,S30231105,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
244,S39189147,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
245,S14670347,0.33333333333333331,1.0,3,0.0,0.0,1,0.0,0.0,5,0.011536243030186502,0.006531678641410843,0.035860288316718066
245,S2204583,1.0,0.5,2,0.25,1.0,1,0.0,0.0,2,0.007690828686791002,0.006531678641410843,0.014344115326687227
245,S25183201,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.014344115326687227
245,S26301203,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0.028688230653374454
249,S38080196,0.42857142857142855,0.5,6,0.33333333333333331,0.5,2,0.5,0.33333333333333331,6,0.023072486060373005,0.013063357282821686,0.04303234598006168
251,S2200077,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
252,S110280,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
252,S30885142,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
252,S910639,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
254,S1858788,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
259,S11796143,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
259,S34211132,0.66666666666666663,1.0,4,0.0,0.0,1,0.0,0.0,1,0.015381657373582004,0.006531678641410843,0.0071720576633436135
259,S3559786,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.013063357282821686,0.0
259,S37982105,0.66666666666666663,1.0,4,0.0,0.0,1,0.0,0.0,1,0.015381657373582004,0.006531678641410843,0.0071720576633436135
259,S8377154,0.90000000000000002,1.0,9,0.0,0.0,1,0.0,0.0,0,0.03460872909055951,0.006531678641410843,0.0
270,S15223161,0.5,0.5,2,0.0,0.0,1,0.0,0.0,1,0.007690828686791002,0.006531678641410843,0.0071720576633436135
270,S2645309,0.5,0.66666666666666663,6,0.0,0.0,2,0.0,0.0,4,0.023072486060373005,0.013063357282821686,0.028688230653374454
270,S39831415,0.42857142857142855,1.0,3,0.0,0.0,1,0.0,0.0,3,0.011536243030186502,0.006531678641410843,0.02151617299003084
270,S7458399,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.003845414343395501,0.0,0.0071720576633436135
272,S20713127,0.0,0.0,3,0.25,1.0,1,0.0,0.0,0,0.011536243030186502,0.006531678641410843,0.0
272,S24239148,0.0,0.0,1,0.59999999999999998,1.0,3,0.0,0.0,1,0.003845414343395501,0.019595035924232528,0.0071720576633436135
272,S3515147,0.0,0.0,0,1.0,0.5,2,0.0,0.0,0,0.0,0.013063357282821686,0.0
272,S39374150,0.0,0.0,1,0.0,0.0,0,0.0,0.0,3,0.003845414343395501,0.0,0.02151617299003084
272,S4336995,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,0.0,0.019595035924232528,0.0
272,S66694,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
272,S9850112,0.0,0.0,2,0.0,0.0,1,0.0,0.0,2,0.007690828686791002,0.006531678641410843,0.014344115326687227
274,S45111148,0.5,1.0,2,0.0,0.0,0,0.0,0.0,2,0.007690828686791002,0.0,0.014344115326687227
274,S45397242,0.42857142857142855,1.0,6,0.0,0.0,6,0.0,0.0,2,0.023072486060373005,0.039190071848465055,0.014344115326687227
274,S5131181,0.0,0.0,3,0.0,0.0,0,0.0,0.0,1,0.011536243030186502,0.0,0.0071720576633436135
274,S7291152,0.0,0.0,0,0.5,1.0,3,0.0,0.0,3,0.0,0.019595035924232528,0.02151617299003084
274,S7458399,1.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
274,S8195195,0.0,0.0,3,0.20000000000000001,1.0,1,0.0,0.0,1,0.011536243030186502,0.006531678641410843,0.0071720576633436135
276,S11796143,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
276,S34211132,1.0,0.33333333333333331,3,0.0,0.0,0,0.0,0.0,0,0.011536243030186502,0.0,0.0
276,S3822598,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
276,S8377154,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
277,S10151185,0.75,1.0,6,0.0,0.0,2,0.0,0.0,0,0.023072486060373005,0.013063357282821686,0.0
277,S17230176,0.59999999999999998,0.75,4,0.0,0.0,2,0.0,0.0,0,0.015381657373582004,0.013063357282821686,0.0
277,S22576226,0.66666666666666663,0.66666666666666663,3,0.25,0.5,2,0.0,0.0,2,0.011536243030186502,0.013063357282821686,0.014344115326687227
277,S27897285,0.0,0.0,3,0.66666666666666663,1.0,6,0.0,0.0,0,0.011536243030186502,0.039190071848465055,0.0
277,S30707220,0.59999999999999998,1.0,6,1.0,0.33333333333333331,6,0.0,0.0,0,0.023072486060373005,0.039190071848465055,0.0
277,S31194227,0.0,0.0,4,0.14285714285714285,0.5,2,0.0,0.0,4,0.015381657373582004,0.013063357282821686,0.028688230653374454
277,S44107242,0.0,0.0,2,0.25,0.33333333333333331,3,0.0,0.0,3,0.007690828686791002,0.019595035924232528,0.02151617299003084
277,S46138235,0.0,0.0,0,0.0,0.0,7,0.0,0.0,3,0.0,0.045721750489875895,0.02151617299003084
277,S6843203,0.33333333333333331,0.83333333333333337,6,0.0,0.0,4,0.0,0.0,9,0.023072486060373005,0.02612671456564337,0.06454851897009252
278,S1045499,0.5,1.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
278,S1367196,0.0,0.0,5,0.25,1.0,2,0.0,0.0,1,0.019227071716977504,0.013063357282821686,0.0071720576633436135
278,S1473661,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.003845414343395501,0.006531678641410843,0.0
278,S15179100,0.75,1.0,6,0.0,0.0,2,0.0,0.0,0,0.023072486060373005,0.013063357282821686,0.0
278,S18020147,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
278,S18471150,0.25,1.0,1,0.0,0.0,3,0.0,0.0,0,0.003845414343395501,0.019595035924232528,0.0
278,S2140495,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
278,S3173259,0.0,0.0,0,1.0,0.5,2,0.0,0.0,2,0.0,0.013063357282821686,0.014344115326687227
278,S32973162,0.26666666666666666,1.0,4,0.0,0.0,6,0.0,0.0,5,0.015381657373582004,0.039190071848465055,0.035860288316718066
278,S3562364,0.375,1.0,3,0.0,0.0,4,0.0,0.0,1,0.011536243030186502,0.02612671456564337,0.0071720576633436135
278,S3639565,1.0,1.0,3,0.0,0.0,0,0.0,0.0,0,0.011536243030186502,0.0,0.0
278,S40691134,0.22222222222222221,1.0,2,0.0,0.0,6,0.0,0.0,1,0.007690828686791002,0.039190071848465055,0.0071720576633436135
278,S563986,0.0,0.0,14,0.17647058823529413,1.0,3,0.0,0.0,0,0.05383580080753701,0.019595035924232528,0.0
278,S580834,0.0,0.0,2,0.0,0.0,2,0.20000000000000001,1.0,1,0.007690828686791002,0.013063357282821686,0.0071720576633436135
279,S39455115,0.42857142857142855,1.0,3,0.0,0.0,4,0.0,0.0,0,0.011536243030186502,0.02612671456564337,0.0
279,S45137137,0.33333333333333331,0.20000000000000001,5,0.22222222222222221,0.5,4,0.0,0.0,3,0.019227071716977504,0.02612671456564337,0.02151617299003084
280,S1446743,0.0,0.0,2,0.5,0.40000000000000002,5,0.0,0.0,2,0.007690828686791002,0.032658393207054215,0.014344115326687227
280,S210353,0.25,1.0,1,0.0,0.0,2,0.0,0.0,1,0.003845414343395501,0.013063357282821686,0.0071720576633436135
281,S11027212,0.33333333333333331,0.66666666666666663,3,0.5,0.20000000000000001,5,0.0,0.0,0,0.011536243030186502,0.032658393207054215,0.0
281,S1235160,0.66666666666666663,1.0,2,0.0,0.0,0,0.0,0.0,1,0.007690828686791002,0.0,0.0071720576633436135
281,S1320488,0.5,0.25,4,0.40000000000000002,1.0,2,0.0,0.0,1,0.015381657373582004,0.013063357282821686,0.0071720576633436135
281,S1564262,0.0,0.0,3,0.25,1.0,1,0.0,0.0,0,0.011536243030186502,0.006531678641410843,0.0
281,S1627863,0.0,0.0,0,1.0,1.0,2,0.0,0.0,0,0.0,0.013063357282821686,0.0
281,S21829128,0.0,0.0,5,0.0,0.0,0,0.0,0.0,2,0.019227071716977504,0.0,0.014344115326687227
281,S23987404,0.44444444444444442,0.36363636363636365,11,0.0,0.0,0,0.0,0.0,7,0.04229955777735051,0.0,0.050204403643405296
281,S25239156,0.66666666666666663,0.40000000000000002,5,0.5714285714285714,0.80000000000000004,5,0.0,0.0,0,0.019227071716977504,0.032658393207054215,0.0
281,S2645309,0.59999999999999998,0.33333333333333331,9,0.25,0.59999999999999998,5,0.0,0.0,3,0.03460872909055951,0.032658393207054215,0.02151617299003084
281,S29800192,0.5,1.0,1,0.0,0.0,0,0.0,0.0,1,0.003845414343395501,0.0,0.0071720576633436135
281,S3007718,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
281,S39831415,0.47222222222222221,1.0,17,0.0,0.0,11,0.0,0.0,8,0.06537204383772352,0.07184846505551927,0.05737646130674891
281,S4092276,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,0.0,0.019595035924232528,0.0
281,S45359401,0.20000000000000001,0.16666666666666666,12,0.0,0.0,0,0.0,0.0,16,0.04614497212074601,0.0,0.11475292261349782
281,S4669063,0.0,0.0,1,0.25,1.0,1,0.0,0.0,2,0.003845414343395501,0.006531678641410843,0.014344115326687227
281,S47439160,0.0,0.0,5,0.0,0.0,0,0.0,0.0,1,0.019227071716977504,0.0,0.0071720576633436135
281,S47757139,0.7142857142857143,0.55555555555555558,9,0.0,0.0,1,0.0,0.0,1,0.03460872909055951,0.006531678641410843,0.0071720576633436135
281,S6419125,0.66666666666666663,1.0,2,1.0,0.5,2,0.0,0.0,0,0.007690828686791002,0.013063357282821686,0.0
281,S7458399,0.0,0.0,6,0.125,1.0,1,0.0,0.0,1,0.023072486060373005,0.006531678641410843,0.0071720576633436135
281,S94311056,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
282,S2200077,0.66666666666666663,1.0,2,0.0,0.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
282,S28722136,0.0,0.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0.0071720576633436135
282,S39271195,0.33333333333333331,1.0,1,1.0,1.0,1,0.0,0.0,2,0.003845414343395501,0.006531678641410843,0.014344115326687227
282,S5245105,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
282,S5265154,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.014344115326687227
282,S5494120,1.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.007690828686791002,0.0,0.0
283,S1148556,0.0,0.0,9,0.090909090909090912,1.0,1,0.0,0.0,1,0.03460872909055951,0.006531678641410843,0.0071720576633436135
283,S3356845,0.0,0.0,0,1.0,1.0,2,0.0,0.0,0,0.0,0.013063357282821686,0.0
283,S3754891,0.0,0.0,4,0.42857142857142855,1.0,3,0.0,0.0,0,0.015381657373582004,0.019595035924232528,0.0
283,S4262777,0.66666666666666663,1.0,2,0.0,0.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
283,S4364360,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,0.013063357282821686,0.014344115326687227
283,S46451100,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
283,S4800358,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.003845414343395501,0.0,0.0
284,S24377154,0.5,0.25,4,0.0,0.0,0,0.0,0.0,1,0.015381657373582004,0.0,0.0071720576633436135
284,S840140,0.7142857142857143,0.83333333333333337,6,0.0,0.0,1,0.0,0.0,1,0.023072486060373005,0.006531678641410843,0.0071720576633436135
286,S10502119,0.80000000000000004,0.5,8,0.16666666666666666,0.5,2,0.0,0.0,1,0.030763314747164008,0.013063357282821686,0.0071720576633436135
286,S1446743,0.0,0.0,0,1.0,0.33333333333333331,3,0.0,0.0,0,0.0,0.019595035924232528,0.0
286,S150960,1.0,0.66666666666666663,9,0.0,0.0,0,0.0,0.0,0,0.03460872909055951,0.0,0.0
286,S1588591,0.5,0.5,4,0.33333333333333331,0.5,4,0.0,0.0,2,0.015381657373582004,0.02612671456564337,0.014344115326687227
286,S161798,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.006531678641410843,0.0
286,S1940885,0.26666666666666666,0.66666666666666663,6,0.40000000000000002,0.20000000000000001,10,0.0,0.0,4,0.023072486060373005,0.06531678641410843,0.028688230653374454
286,S239745,0.66666666666666663,0.66666666666666663,3,0.5,0.5,2,0.0,0.0,0,0.011536243030186502,0.013063357282821686,0.0
286,S2754280,0.0,0.0,6,0.0,0.0,4,0.125,1.0,1,0.023072486060373005,0.02612671456564337,0.0071720576633436135
286,S2889056,0.42857142857142855,1.0,3,0.0,0.0,3,0.0,0.0,1,0.011536243030186502,0.019595035924232528,0.0071720576633436135
286,S2908858,0.0,0.0,7,0.36363636363636365,1.0,4,0.0,0.0,0,0.026917900403768506,0.02612671456564337,0.0
286,S298662,0.375,1.0,3,0.0,0.0,3,0.0,0.0,2,0.011536243030186502,0.019595035924232528,0.014344115326687227
286,S3010571,0.66666666666666663,0.66666666666666663,3,0.0,0.0,2,0.5,0.5,2,0.011536243030186502,0.013063357282821686,0.014344115326687227
286,S379380,0.5,0.16666666666666666,6,0.5,0.83333333333333337,6,0.0,0.0,0,0.023072486060373005,0.039190071848465055,0.0
286,S4053356,0.53846153846153844,1.0,7,0.0,0.0,5,0.0,0.0,1,0.026917900403768506,0.032658393207054215,0.0071720576633436135
286,S4185678,0.45454545454545453,1.0,5,1.0,0.25,4,0.0,0.0,3,0.019227071716977504,0.02612671456564337,0.02151617299003084
286,S516354,0.0,0.0,8,0.0,0.0,1,0.0,0.0,1,0.030763314747164008,0.006531678641410843,0.0071720576633436135
286,S661459,0.16666666666666666,1.0,1,0.0,0.0,5,0.0,0.0,0,0.003845414343395501,0.032658393207054215,0.0
286,S686568,0.0,0.0,4,0.2857142857142857,1.0,2,0.0,0.0,1,0.015381657373582004,0.013063357282821686,0.0071720576633436135
286,S821292,0.5714285714285714,1.0,4,0.0,0.0,2,0.0,0.0,1,0.015381657373582004,0.013063357282821686,0.0071720576633436135
287,S2327873,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0071720576633436135
287,S47883117,0.0,0.0,0,0.25,1.0,1,0.0,0.0,8,0.0,0.006531678641410843,0.05737646130674891
288,S1529085,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.003845414343395501,0.006531678641410843,0.0071720576633436135
288,S27356109,0.0,0.0,2,1.0,1.0,1,0.0,0.0,0,0.007690828686791002,0.006531678641410843,0.0
288,S3093687,0.0,0.0,1,0.66666666666666663,1.0,2,0.0,0.0,0,0.003845414343395501,0.013063357282821686,0.0
288,S32042162,0.5,1.0,2,0.0,0.0,1,0.0,0.0,1,0.007690828686791002,0.006531678641410843,0.0071720576633436135
288,S3434273,0.0,0.0,1,0.0,0.0,0,0.0,0.0,2,0.003845414343395501,0.0,0.014344115326687227
288,S4258978,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.003845414343395501,0.0,0.0071720576633436135
288,S42853127,0.0,0.0,0,0.0,0.0,0,1.0,0.5,2,0.0,0.0,0.014344115326687227
290,S18020147,0.44444444444444442,1.0,8,0.0,0.0,4,0.0,0.0,6,0.030763314747164008,0.02612671456564337,0.04303234598006168
290,S30609112,0.33333333333333331,1.0,1,0.0,0.0,0,0.0,0.0,2,0.003845414343395501,0.0,0.014344115326687227
290,S397760,0.0,0.0,1,0.33333333333333331,1.0,1,0.0,0.0,1,0.003845414343395501,0.006531678641410843,0.0071720576633436135
290,S44957100,0.20000000000000001,1.0,2,0.0,0.0,4,0.0,0.0,4,0.007690828686791002,0.02612671456564337,0.028688230653374454
290,S453098,0.46153846153846156,1.0,6,0.0,0.0,7,0.0,0.0,0,0.023072486060373005,0.045721750489875895,0.0
290,S4663565,0.0,0.0,2,0.66666666666666663,1.0,4,0.0,0.0,0,0.007690828686791002,0.02612671456564337,0.0
