ExpertID,Buy_p,Buy_r,Buy_n,Hold_p,Hold_r,Hold_n,Sell_p,Sell_r,Sell_n,Buy_n_norm,Hold_n_norm,Sell_n_norm
270.0,0.470588235294,0.666666666667,12.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0461449721207,0.0261267145656,0.0645485189701
272.0,0.2,0.125,8.0,0.277777777778,0.5,10.0,0.0,0.0,6.0,0.0307633147472,0.0653167864141,0.0430323459801
274.0,0.5,0.625,16.0,0.266666666667,0.4,10.0,0.0,0.0,9.0,0.0615266294943,0.0653167864141,0.0645485189701
276.0,0.333333333333,0.2,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.019227071717,0.00653167864141,0.00717205766334
277.0,0.379310344828,0.647058823529,34.0,0.354838709677,0.323529411765,34.0,0.0,0.0,21.0,0.130744087675,0.222077073808,0.15061321093
278.0,0.37037037037,0.47619047619,42.0,0.214285714286,0.181818181818,33.0,0.2,0.0833333333333,12.0,0.161507402423,0.215545395167,0.0860646919601
279.0,0.4,0.5,8.0,0.222222222222,0.25,8.0,0.0,0.0,3.0,0.0307633147472,0.0522534291313,0.02151617299
280.0,0.111111111111,0.333333333333,3.0,0.5,0.285714285714,7.0,0.0,0.0,3.0,0.0115362430302,0.0457217504899,0.02151617299
281.0,0.462365591398,0.443298969072,97.0,0.186046511628,0.410256410256,39.0,0.0,0.0,44.0,0.373005191309,0.254735467015,0.315570537187
282.0,0.555555555556,1.0,5.0,0.333333333333,0.5,2.0,1.0,0.166666666667,6.0,0.019227071717,0.0130633572828,0.0430323459801
283.0,0.285714285714,0.117647058824,17.0,0.272727272727,0.666666666667,9.0,0.0,0.0,3.0,0.0653720438377,0.0587851077727,0.02151617299
284.0,0.666666666667,0.6,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.038454143434,0.00653167864141,0.0143441153267
286.0,0.463157894737,0.505747126437,87.0,0.292307692308,0.301587301587,63.0,0.2,0.1,20.0,0.334551047875,0.411495754409,0.143441153267
287.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,9.0,0.0,0.00653167864141,0.0645485189701
288.0,0.333333333333,0.25,8.0,0.3,0.6,5.0,0.25,0.142857142857,7.0,0.0307633147472,0.0326583932071,0.0502044036434
290.0,0.346153846154,0.666666666667,27.0,0.444444444444,0.307692307692,26.0,0.0,0.0,17.0,0.103826187272,0.169823644677,0.121924980277
291.0,0.589743589744,0.884615384615,26.0,0.3,0.272727272727,11.0,0.0,0.0,14.0,0.0999807729283,0.0718484650555,0.100408807287
292.0,0.0,0.0,4.0,0.25,0.666666666667,3.0,0.0,0.0,5.0,0.0153816573736,0.0195950359242,0.0358602883167
294.0,0.0,0.0,5.0,0.2,0.25,4.0,0.0,0.0,1.0,0.019227071717,0.0261267145656,0.00717205766334
296.0,0.493150684932,0.765957446809,47.0,0.133333333333,0.166666666667,12.0,0.0,0.0,29.0,0.18073447414,0.0783801436969,0.207989672237
297.0,0.333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0038454143434,0.0,0.0143441153267
298.0,0.552631578947,0.65625,32.0,0.384615384615,0.5,20.0,1.0,0.0769230769231,13.0,0.123053258989,0.130633572828,0.0932367496235
299.0,0.585365853659,0.774193548387,31.0,0.352941176471,0.375,16.0,1.0,0.153846153846,13.0,0.119207844645,0.104506858263,0.0932367496235
301.0,0.435897435897,0.607142857143,28.0,0.1,0.142857142857,14.0,0.0,0.0,17.0,0.107671601615,0.0914435009798,0.121924980277
302.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038454143434,0.0,0.0
303.0,0.525773195876,0.708333333333,144.0,0.1875,0.222222222222,54.0,0.5,0.0161290322581,62.0,0.553739665449,0.352710646636,0.444667575127
304.0,0.34375,0.6875,16.0,0.2,0.153846153846,13.0,0.0,0.0,13.0,0.0615266294943,0.0849118223383,0.0932367496235
305.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.00653167864141,0.00717205766334
307.0,0.412698412698,0.742857142857,35.0,0.363636363636,0.228571428571,35.0,0.333333333333,0.0555555555556,18.0,0.134589502019,0.228608752449,0.12909703794
308.0,0.555555555556,0.526315789474,38.0,0.421052631579,0.470588235294,34.0,0.0,0.0,5.0,0.146125745049,0.222077073808,0.0358602883167
309.0,0.684210526316,0.742857142857,35.0,0.117647058824,0.2,10.0,0.75,0.333333333333,18.0,0.134589502019,0.0653167864141,0.12909703794
310.0,0.75,0.6,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.019227071717,0.0,0.0143441153267
314.0,0.428571428571,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0115362430302,0.0261267145656,0.0
315.0,0.333333333333,0.333333333333,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0115362430302,0.0,0.02151617299
317.0,0.666666666667,1.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0307633147472,0.0,0.0430323459801
321.0,0.857142857143,0.428571428571,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0538358008075,0.00653167864141,0.0
324.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00769082868679,0.0,0.0
326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0143441153267
328.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0130633572828,0.0
332.0,0.0,0.0,7.0,0.0,0.0,3.0,0.230769230769,1.0,3.0,0.0269179004038,0.0195950359242,0.02151617299
338.0,0.567567567568,0.313432835821,67.0,0.202702702703,0.576923076923,26.0,0.222222222222,0.0740740740741,27.0,0.257642761007,0.169823644677,0.19364555691
340.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0038454143434,0.0,0.0143441153267
341.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.019227071717,0.0326583932071,0.00717205766334
342.0,0.524137931034,0.684684684685,111.0,0.175675675676,0.302325581395,43.0,0.0,0.0,65.0,0.426840992117,0.280862181581,0.466183748117
343.0,0.0,0.0,0.0,1.0,0.5,4.0,0.0,0.0,2.0,0.0,0.0261267145656,0.0143441153267
345.0,0.407407407407,0.733333333333,15.0,0.444444444444,0.307692307692,13.0,0.5,0.166666666667,12.0,0.0576812151509,0.0849118223383,0.0860646919601
346.0,0.545454545455,0.428571428571,14.0,0.6,0.818181818182,22.0,0.0,0.0,5.0,0.0538358008075,0.143696930111,0.0358602883167
347.0,0.142857142857,0.125,8.0,0.5,0.444444444444,9.0,0.2,0.333333333333,3.0,0.0307633147472,0.0587851077727,0.02151617299
349.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00769082868679,0.00653167864141,0.0
350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.02151617299
352.0,0.4,0.125,16.0,0.0952380952381,0.5,4.0,0.0,0.0,6.0,0.0615266294943,0.0261267145656,0.0430323459801
354.0,0.411764705882,0.388888888889,18.0,0.105263157895,0.5,4.0,0.666666666667,0.117647058824,17.0,0.0692174581811,0.0261267145656,0.121924980277
355.0,0.5,0.2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.019227071717,0.00653167864141,0.0
356.0,0.4,0.75,8.0,0.0,0.0,8.0,0.666666666667,0.4,10.0,0.0307633147472,0.0522534291313,0.0717205766334
360.0,0.4,0.352941176471,17.0,0.36,0.6,15.0,1.0,0.111111111111,9.0,0.0653720438377,0.0979751796212,0.0645485189701
363.0,0.75,0.75,16.0,0.142857142857,0.333333333333,3.0,0.0,0.0,6.0,0.0615266294943,0.0195950359242,0.0430323459801
364.0,0.5,0.75,4.0,0.5,0.333333333333,3.0,0.0,0.0,1.0,0.0153816573736,0.0195950359242,0.00717205766334
366.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038454143434,0.0,0.0
370.0,0.538461538462,0.378378378378,37.0,0.21875,0.4375,16.0,0.285714285714,0.166666666667,12.0,0.142280330706,0.104506858263,0.0860646919601
371.0,0.375,0.75,4.0,0.333333333333,0.333333333333,6.0,0.0,0.0,4.0,0.0153816573736,0.0391900718485,0.0286882306534
372.0,0.409090909091,0.692307692308,13.0,0.285714285714,0.181818181818,11.0,0.0,0.0,5.0,0.0499903864641,0.0718484650555,0.0358602883167
373.0,0.571428571429,0.8,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.019227071717,0.0130633572828,0.00717205766334
374.0,0.5,1.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.019227071717,0.0195950359242,0.0143441153267
377.0,1.0,0.428571428571,14.0,0.0909090909091,1.0,1.0,0.0,0.0,2.0,0.0538358008075,0.00653167864141,0.0143441153267
378.0,0.4,0.266666666667,15.0,0.380952380952,0.615384615385,13.0,0.0,0.0,3.0,0.0576812151509,0.0849118223383,0.02151617299
379.0,0.333333333333,0.666666666667,6.0,0.5,0.5,16.0,0.0,0.0,6.0,0.0230724860604,0.104506858263,0.0430323459801
385.0,0.0,0.0,1.0,0.666666666667,0.666666666667,3.0,0.0,0.0,1.0,0.0038454143434,0.0195950359242,0.00717205766334
386.0,0.166666666667,0.5,2.0,0.666666666667,0.4,5.0,0.0,0.0,2.0,0.00769082868679,0.0326583932071,0.0143441153267
387.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0130633572828,0.0
388.0,0.666666666667,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00769082868679,0.0,0.0143441153267
389.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.00653167864141,0.0430323459801
395.0,0.5,0.857142857143,7.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0269179004038,0.0261267145656,0.0143441153267
399.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0038454143434,0.00653167864141,0.0
401.0,0.375,0.6,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.019227071717,0.0130633572828,0.02151617299
403.0,0.333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0038454143434,0.00653167864141,0.0143441153267
404.0,0.0,0.0,0.0,0.6,0.6,5.0,0.0,0.0,6.0,0.0,0.0326583932071,0.0430323459801
407.0,0.294117647059,0.714285714286,7.0,0.25,0.2,5.0,1.0,0.1,10.0,0.0269179004038,0.0326583932071,0.0717205766334
410.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0038454143434,0.00653167864141,0.0
416.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0130633572828,0.00717205766334
420.0,0.571428571429,0.571428571429,35.0,0.444444444444,0.521739130435,23.0,0.0,0.0,9.0,0.134589502019,0.150228608752,0.0645485189701
426.0,0.375,0.5,12.0,0.142857142857,0.25,4.0,0.0,0.0,7.0,0.0461449721207,0.0261267145656,0.0502044036434
427.0,0.571428571429,0.571428571429,7.0,0.166666666667,0.5,2.0,1.0,0.2,5.0,0.0269179004038,0.0130633572828,0.0358602883167
428.0,0.222222222222,0.5,4.0,0.5,0.25,8.0,0.0,0.0,1.0,0.0153816573736,0.0522534291313,0.00717205766334
429.0,0.75,0.375,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0307633147472,0.0,0.02151617299
430.0,0.407894736842,0.596153846154,52.0,0.354166666667,0.708333333333,24.0,0.666666666667,0.0740740740741,54.0,0.199961545857,0.156760287394,0.387291113821
433.0,0.590909090909,0.8125,16.0,0.4,0.25,8.0,0.0,0.0,3.0,0.0615266294943,0.0522534291313,0.02151617299
435.0,0.538461538462,0.7,10.0,0.0,0.0,4.0,1.0,0.571428571429,7.0,0.038454143434,0.0261267145656,0.0502044036434
436.0,1.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153816573736,0.0,0.0
438.0,0.75,1.0,3.0,0.5,0.5,2.0,0.0,0.0,1.0,0.0115362430302,0.0130633572828,0.00717205766334
439.0,0.625,1.0,5.0,0.333333333333,0.5,2.0,0.0,0.0,5.0,0.019227071717,0.0130633572828,0.0358602883167
440.0,0.230769230769,0.352941176471,17.0,0.25,0.277777777778,18.0,0.0,0.0,14.0,0.0653720438377,0.117570215545,0.100408807287
441.0,0.5,0.75,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0153816573736,0.00653167864141,0.02151617299
443.0,0.5,0.5,2.0,0.0,0.0,2.0,0.5,0.5,2.0,0.00769082868679,0.0130633572828,0.0143441153267
444.0,0.6875,0.458333333333,24.0,0.0,0.0,1.0,0.153846153846,0.333333333333,6.0,0.0922899442415,0.00653167864141,0.0430323459801
445.0,0.333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0038454143434,0.00653167864141,0.0143441153267
448.0,1.0,0.125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307633147472,0.0,0.0
449.0,0.0,0.0,1.0,0.5,0.333333333333,3.0,0.0,0.0,1.0,0.0038454143434,0.0195950359242,0.00717205766334
454.0,0.777777777778,0.636363636364,11.0,0.4,0.5,4.0,0.4,0.5,4.0,0.0422995577774,0.0261267145656,0.0286882306534
455.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0115362430302,0.00653167864141,0.0
458.0,0.46511627907,0.833333333333,24.0,0.1,0.2,5.0,0.0,0.0,24.0,0.0922899442415,0.0326583932071,0.17212938392
459.0,0.5,0.666666666667,9.0,0.333333333333,0.6,5.0,0.5,0.111111111111,9.0,0.0346087290906,0.0326583932071,0.0645485189701
461.0,0.333333333333,0.75,4.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0153816573736,0.0130633572828,0.0286882306534
463.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00653167864141,0.00717205766334
464.0,0.571428571429,0.965517241379,29.0,0.5,0.0769230769231,13.0,0.0,0.0,9.0,0.111517015958,0.0849118223383,0.0645485189701
466.0,0.5,0.777777777778,9.0,0.25,0.25,4.0,0.0,0.0,5.0,0.0346087290906,0.0261267145656,0.0358602883167
467.0,0.615384615385,1.0,8.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0307633147472,0.0195950359242,0.0143441153267
469.0,0.4,1.0,2.0,0.166666666667,0.333333333333,3.0,0.0,0.0,6.0,0.00769082868679,0.0195950359242,0.0430323459801
471.0,0.333333333333,0.266666666667,15.0,0.15,0.333333333333,9.0,0.0,0.0,9.0,0.0576812151509,0.0587851077727,0.0645485189701
472.0,0.5,0.333333333333,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0115362430302,0.0,0.00717205766334
477.0,0.5,0.5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0153816573736,0.0130633572828,0.0
478.0,0.5,0.333333333333,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0115362430302,0.00653167864141,0.0
479.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00653167864141,0.00717205766334
481.0,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.019227071717,0.00653167864141,0.0286882306534
483.0,1.0,0.461538461538,13.0,0.1,1.0,1.0,0.0,0.0,2.0,0.0499903864641,0.00653167864141,0.0143441153267
485.0,0.357142857143,0.555555555556,27.0,0.210526315789,0.307692307692,13.0,1.0,0.0869565217391,23.0,0.103826187272,0.0849118223383,0.164957326257
487.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,0.0,2.0,0.00769082868679,0.00653167864141,0.0143441153267
489.0,0.378048780488,0.815789473684,38.0,0.0,0.0,15.0,0.285714285714,0.04,50.0,0.146125745049,0.0979751796212,0.358602883167
497.0,0.459459459459,0.425,40.0,0.148148148148,0.307692307692,13.0,0.0,0.0,18.0,0.153816573736,0.0849118223383,0.12909703794
499.0,0.0,0.0,1.0,0.666666666667,1.0,2.0,0.0,0.0,0.0,0.0038454143434,0.0130633572828,0.0
502.0,0.3,1.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0115362430302,0.0391900718485,0.00717205766334
503.0,1.0,0.125,16.0,0.130434782609,1.0,3.0,0.0,0.0,6.0,0.0615266294943,0.0195950359242,0.0430323459801
504.0,0.411764705882,0.466666666667,15.0,0.0,0.0,3.0,0.285714285714,0.222222222222,9.0,0.0576812151509,0.0195950359242,0.0645485189701
508.0,0.0,0.0,1.0,0.333333333333,1.0,1.0,0.0,0.0,2.0,0.0038454143434,0.00653167864141,0.0143441153267
509.0,0.2,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0038454143434,0.0261267145656,0.0
510.0,0.502262443439,1.0,111.0,0.0,0.0,51.0,0.0,0.0,61.0,0.426840992117,0.333115610712,0.437495517464
516.0,1.0,0.25,4.0,0.6,1.0,3.0,0.833333333333,1.0,5.0,0.0153816573736,0.0195950359242,0.0358602883167
518.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0038454143434,0.00653167864141,0.00717205766334
519.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0038454143434,0.0,0.0358602883167
520.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0038454143434,0.00653167864141,0.0
522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0038454143434,0.0,0.0143441153267
527.0,0.4,0.833333333333,12.0,0.4,0.181818181818,11.0,0.5,0.111111111111,9.0,0.0461449721207,0.0718484650555,0.0645485189701
528.0,0.52380952381,1.0,11.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0422995577774,0.0326583932071,0.0358602883167
530.0,0.742857142857,0.8125,32.0,0.583333333333,0.583333333333,12.0,0.5,0.333333333333,9.0,0.123053258989,0.0783801436969,0.0645485189701
531.0,0.625,0.714285714286,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0269179004038,0.0130633572828,0.00717205766334
532.0,0.5,1.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0153816573736,0.0130633572828,0.0143441153267
533.0,0.4375,0.583333333333,12.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0461449721207,0.0195950359242,0.0430323459801
534.0,0.333333333333,0.285714285714,7.0,0.0714285714286,0.25,4.0,0.0,0.0,10.0,0.0269179004038,0.0261267145656,0.0717205766334
535.0,0.4,1.0,2.0,1.0,0.4,5.0,0.0,0.0,0.0,0.00769082868679,0.0326583932071,0.0
546.0,0.6,0.6,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.019227071717,0.0130633572828,0.00717205766334
576.0,0.535714285714,0.625,24.0,0.5,0.5,14.0,0.0,0.0,6.0,0.0922899442415,0.0914435009798,0.0430323459801
577.0,0.777777777778,1.0,7.0,0.333333333333,0.25,4.0,0.5,0.333333333333,3.0,0.0269179004038,0.0261267145656,0.02151617299
579.0,0.4,0.5,20.0,0.391304347826,0.473684210526,19.0,0.0,0.0,9.0,0.0769082868679,0.124101894187,0.0645485189701
581.0,0.4,0.666666666667,3.0,0.4,0.5,4.0,0.0,0.0,4.0,0.0115362430302,0.0261267145656,0.0286882306534
583.0,0.0,0.0,2.0,1.0,0.333333333333,3.0,0.333333333333,0.333333333333,3.0,0.00769082868679,0.0195950359242,0.02151617299
584.0,0.5,0.75,12.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0461449721207,0.0195950359242,0.0430323459801
585.0,0.5,0.4,5.0,0.25,0.5,2.0,0.0,0.0,2.0,0.019227071717,0.0130633572828,0.0143441153267
587.0,0.388888888889,0.538461538462,13.0,0.454545454545,0.5,10.0,0.333333333333,0.111111111111,9.0,0.0499903864641,0.0653167864141,0.0645485189701
588.0,0.515625,1.0,33.0,0.0,0.0,15.0,0.0,0.0,18.0,0.126898673332,0.0979751796212,0.12909703794
589.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00653167864141,0.0
591.0,0.666666666667,0.666666666667,18.0,0.333333333333,0.375,8.0,0.0,0.0,1.0,0.0692174581811,0.0522534291313,0.00717205766334
592.0,0.2,0.25,8.0,0.363636363636,0.5,8.0,0.0,0.0,5.0,0.0307633147472,0.0522534291313,0.0358602883167
593.0,0.636363636364,0.636363636364,11.0,0.428571428571,0.6,5.0,0.0,0.0,2.0,0.0422995577774,0.0326583932071,0.0143441153267
598.0,0.222222222222,0.333333333333,6.0,0.6,0.6,10.0,0.5,0.285714285714,7.0,0.0230724860604,0.0653167864141,0.0502044036434
603.0,0.572192513369,0.748251748252,143.0,0.166666666667,0.27027027027,37.0,0.0,0.0,67.0,0.549894251106,0.241672109732,0.480527863444
605.0,0.44,0.647058823529,17.0,0.428571428571,0.333333333333,9.0,0.0,0.0,9.0,0.0653720438377,0.0587851077727,0.0645485189701
606.0,0.411764705882,0.636363636364,33.0,0.15,0.176470588235,17.0,0.428571428571,0.107142857143,28.0,0.126898673332,0.111038536904,0.200817614574
608.0,0.333333333333,0.692307692308,13.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0499903864641,0.0718484650555,0.0645485189701
609.0,0.272727272727,0.461538461538,13.0,0.4,0.333333333333,18.0,1.0,0.142857142857,7.0,0.0499903864641,0.117570215545,0.0502044036434
610.0,0.857142857143,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0230724860604,0.00653167864141,0.0
611.0,0.833333333333,0.833333333333,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0230724860604,0.0,0.00717205766334
613.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115362430302,0.0,0.0
615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.02151617299
618.0,0.555555555556,0.666666666667,15.0,0.142857142857,0.125,8.0,0.25,0.166666666667,6.0,0.0576812151509,0.0522534291313,0.0430323459801
619.0,0.818181818182,0.692307692308,13.0,0.0,0.0,2.0,0.5,0.142857142857,7.0,0.0499903864641,0.0130633572828,0.0502044036434
621.0,0.461538461538,0.6,10.0,0.2,1.0,2.0,0.0,0.0,11.0,0.038454143434,0.0130633572828,0.0788926342968
625.0,0.333333333333,0.222222222222,9.0,0.333333333333,0.666666666667,6.0,0.0,0.0,3.0,0.0346087290906,0.0391900718485,0.02151617299
626.0,0.333333333333,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.00769082868679,0.0195950359242,0.00717205766334
629.0,0.478260869565,0.785714285714,28.0,0.615384615385,0.4,20.0,0.0,0.0,15.0,0.107671601615,0.130633572828,0.10758086495
630.0,0.441860465116,0.863636363636,22.0,0.333333333333,0.235294117647,17.0,0.0,0.0,16.0,0.0845991155547,0.111038536904,0.114752922613
631.0,0.380952380952,0.571428571429,14.0,0.368421052632,0.538461538462,13.0,0.0,0.0,13.0,0.0538358008075,0.0849118223383,0.0932367496235
632.0,0.294117647059,0.555555555556,9.0,0.333333333333,0.2,10.0,0.0,0.0,4.0,0.0346087290906,0.0653167864141,0.0286882306534
635.0,0.472727272727,0.509803921569,51.0,0.26,0.5,26.0,0.0,0.0,28.0,0.196116131513,0.169823644677,0.200817614574
640.0,0.0,0.0,1.0,0.2,1.0,2.0,0.0,0.0,10.0,0.0038454143434,0.0130633572828,0.0717205766334
661.0,0.333333333333,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0115362430302,0.0195950359242,0.02151617299
662.0,0.5,0.777777777778,9.0,0.333333333333,0.2,5.0,0.0,0.0,3.0,0.0346087290906,0.0326583932071,0.02151617299
663.0,0.655172413793,0.904761904762,21.0,0.333333333333,0.666666666667,3.0,0.0,0.0,11.0,0.0807537012113,0.0195950359242,0.0788926342968
664.0,0.666666666667,0.5,4.0,0.25,1.0,1.0,0.0,0.0,2.0,0.0153816573736,0.00653167864141,0.0143441153267
665.0,0.380952380952,0.533333333333,15.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0576812151509,0.0457217504899,0.0717205766334
666.0,0.142857142857,0.5,4.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0153816573736,0.0261267145656,0.0932367496235
667.0,0.333333333333,0.666666666667,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0115362430302,0.0195950359242,0.0143441153267
668.0,0.0,0.0,0.0,0.111111111111,1.0,1.0,0.0,0.0,17.0,0.0,0.00653167864141,0.121924980277
669.0,0.666666666667,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00769082868679,0.00653167864141,0.0
670.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00653167864141,0.0
